Rank,Word,PoS,Collins,knowTag,,Definition,Tag,3151
13603,replete,j,,,,adj. 充满的；装满的,,
13604,forward,n,4,,重复,adj. 早的；向前的；迅速的,zk gk,
13605,clutter,v,1,,重复,n. 杂乱，混乱,toefl,
13606,winged,j,1,,,adj. 有翼的；迅速的；飞行的；翼受伤的,,
13607,junction,n,2,,,n. 连接，接合；交叉点；接合点,cet6 ky toefl ielts,
13608,peg,v,3,,重复,n. 钉；借口；桩；琴栓,,
13609,computational,j,,,,adj. 计算的,,
13610,thorny,j,1,,,adj. 痛苦的；多刺的；令人苦恼的,toefl,
13611,memento,n,1,,,n. 纪念品，引起回忆的东西,ielts,
13612,intrinsically,r,,,,adv. 本质地；内在地；固有地,,
13613,allot,v,1,,,vt. 分配；拨给；分派,toefl ielts,
13614,posh,j,1,,,adj. 漂亮的；奢侈的；时髦地,,
13615,hole,v,4,,重复,n. 洞，孔；洞穴，穴；突破口,cet4 cet6 ky zk gk,
13616,jostle,v,1,,,vt. 推挤，撞；争夺,,
13617,stand-up,j,1,,重复,,,
13618,seaweed,n,1,,,n. 海藻，海草,toefl gk,
13619,blocking,j,,,重复,n. 封闭；阻塞；大块,,
13620,eel,n,2,,,n. 鳝鱼；鳗鱼,,
13621,cull,v,1,,,vt. 精选；采集（鲜花等）；剔除,,
13622,encase,v,1,,,vt. 包住；围绕；包装,toefl,
13623,pare,v,1,,,vt. 削皮；剪；修掉（边等）；消减,,
13624,axle,n,1,,,n. 车轴；轮轴,cet6,
13625,pharmaceutical,n,2,,重复,adj. 制药（学）的,ielts,
13626,stir,n,3,,重复,n. 轰动；搅拌,cet4 cet6 ky toefl,
13627,primordial,j,,,,adj. 原始的；根本的；[生]原生的,toefl,
13628,budgetary,j,1,,,adj. 预算的,,
13629,mouthful,n,1,,,n. 一口，满口,cet4 cet6 gk,
13630,wacky,j,1,,,adj. 乖僻的，古怪的,,
13631,urn,n,1,,,n. 瓮；缸；茶水壶；坟墓；骨灰瓮,,
13632,manslaughter,n,1,,,,,
13633,choosing,n,,,,v. 选择；决定（choose的ing形式）,,
13634,heterogeneous,j,,,,,toefl,
13635,standardize,v,1,,,vt. 使标准化；用标准检验,cet6 toefl,
13636,magically,r,,,,adv. 用魔法地；如魔法般地,,
13637,stripper,n,1,,,n. 剥离器；脱模机；[俚]脱衣舞女,,
13638,mobile,n,3,,重复,adj. 易变的，；非固定的；机动的,cet4 cet6 ky toefl ielts gk,
13639,blonde,n,2,,重复,adj. 亚麻色的；白皙的；白肤金发碧眼的,ielts,
13640,mismanagement,n,,,,n. 管理不善；处置失当,,
13641,newscast,n,1,,,n. 新闻广播,toefl,
13642,angst,n,1,,,n. 焦虑；担心,,
13643,sore,n,2,,重复,adj. 剧烈的，极度的；疼痛的，痛心的；恼火的，发怒的；厉害的，迫切的,cet4 cet6 ky ielts,
13644,nonstop,r,,,重复,adj. 直达的；不休息的；不着陆的,,
13645,custard,n,1,,,,,
13646,configure,v,,,,vt. 使成形；安装,,
13647,muck,n,1,,,n. 垃圾；肥料；淤泥；品质低劣的东西,,
13648,increment,n,,,,n. 增加；增量；增额；盈余,ielts,
13649,pornographic,j,,,,adj. 色情的；色情作品的；春宫画的,,
13650,mull,v,1,,,vt. 研磨；思索或思考某事物；使醉,,
13651,secluded,j,1,,,adj. 隐退的，隐居的；隐蔽的,,
13652,veritable,j,1,,,adj. 真正的，名副其实的,,
13653,clot,n,1,,重复,vi. 凝结,toefl,
13654,handcuff,v,1,,重复,vt. 给…戴上手铐；限制,,
13655,eyelash,n,1,,,n. 睫毛,,
13656,in,j,2,,重复,prep. 在…之内；从事于；按照（表示方式）,ielts zk gk,
13657,behemoth,n,,,,,,
13658,abate,v,1,,,vt. 减少；减轻；废除,toefl,
13659,wisp,n,1,,,n. 小捆；小束,,
13660,attendant,j,2,,重复,adj. 伴随的；侍候的,cet6 ky toefl ielts,
13661,infuriate,v,1,,,vt. 激怒；使大怒,,
13662,beneath,r,3,,重复,prep. 在…之下,cet4 ky toefl gk,
13663,savvy,n,,,重复,n. 悟性；理解能力,,
13664,expatriate,n,1,,,,,
13665,sheltered,j,1,,,adj. 受保护的；掩蔽的；免税的；为弱者提供方便的,toefl,
13666,nascent,j,,,,adj. 初期的；开始存在的，发生中的,,
13667,electrician,n,1,,,n. 电工；电气技师,cet6 ky ielts,
13668,minuscule,j,,,,n. 小写字；草写小字,toefl,
13669,tropics,n,1,,,n. 热带地区,toefl,
13670,elitist,j,1,,,,,
13671,one-man,j,1,,,,,
13672,marinate,v,1,,,vt. 把…浸泡在卤汁中,,
13673,geneticist,n,,,,n. 遗传学者,,
13674,fanfare,n,1,,,n. 吹牛，炫耀；喇叭或号角嘹亮的吹奏声,,
13675,corrective,j,1,,,adj. 矫正的；惩治的,,
13676,father-in-law,n,1,,,n. 公公；岳父；[英]继父,cet4 cet6,
13677,glint,n,1,,重复,n. 闪光；闪烁,,
13678,crazed,j,1,,,adj. 癫狂的；疯狂的,,
13679,two-dimensional,j,,,,,,
13680,psychotic,j,1,,,adj. 精神病的,,
13681,mainstay,n,1,,,n. 支柱；中流砥柱；主要的依靠；[造船]主桅支索,,
13682,sprinkler,n,,,,n. 洒水车；洒水器,,
13683,wiry,j,,,,adj. 金属线制的；金属丝般的；坚硬的；瘦长结实的；（噪音）尖细的,,
13684,mortal,n,2,,重复,adj. 终有一死的；致死的；凡人的；不共戴天的,cet4 cet6 ky toefl ielts,
13685,chemically,r,,,,adv. 以化学方法；用化学,,
13686,scuba,n,,,,n. 水中呼吸器；水肺,toefl,
13687,linoleum,n,,,,n. 油布；油毯；漆布,,
13688,nutritious,j,1,,,adj. 有营养的，滋养的,toefl,
13689,asking,n,,,,n. 请求,,
13690,nutritionist,n,1,,,n. 营养学家,,
13691,Filipino,j,,,重复,n. （西）菲律宾人；菲律宾语,,
13692,molten,j,1,,,adj. 熔化的；炽热的；铸造的,toefl,
13693,impromptu,j,1,,,n. 即兴曲；即席演出,toefl ielts,
13694,nah,u,,,,adj. 没有；很少， 很小,,
13695,colonize,v,1,,,vt. 将…开拓为殖民地；移于殖民地；[美]从他地非法把选民移入,toefl,
13696,unquestionably,r,,,,,toefl,
13697,little-known,j,,,,,,
13698,deafening,j,1,,,adj. 震耳欲聋的；极喧闹的,,
13699,cardiologist,n,,,,n. 心脏病学家；心脏病科医师,,
13700,borrowed,j,,,,adj. 借来的；虚构的,,
13701,observance,n,,,,n. 遵守；仪式；惯例；庆祝,toefl ielts,
13702,inconceivable,j,1,,,,toefl,
13703,polyester,n,1,,,n. [化]聚酯,,
13704,hooker,n,1,,,n. 渔船；妓女,,
13705,rotting,j,,,,vt. 深蚀刻；腐败，腐坏之（rot的现在分词形式）,,
13706,deduce,v,1,,,vt. 推论，推断；演绎出,cet4 cet6 ky ielts,
13707,prick,v,1,,重复,vt. 刺，戳；刺伤，刺痛；竖起,cet6 ky,
13708,coil,v,,,重复,vt. 盘绕，把…卷成圈,cet4 cet6 ky toefl ielts,
13709,inward,j,1,,重复,adj. 向内的；内部的；精神的；本质上的；[古]熟悉的,cet4 cet6 ky,
13710,triple,n,2,,重复,adj. 三倍的；三方的,cet6 ky ielts,
13711,evolving,j,,,,adj. 展开的；进化的,,
13712,bribery,n,1,,,n. 贿赂；行贿；受贿,,
13713,land-use,n,,,,,,
13714,broadband,j,,,重复,n. 宽频；宽波段,,
13715,well-established,j,1,,,adj. 得到确认的；固定下来的,,
13716,levy,v,2,,重复,n. 征收；征兵，征税,ky toefl ielts,
13717,biographical,j,1,,,adj. 传记的，传记体的,,
13718,caper,n,1,,,vi. 雀跃,,
13719,kiosk,n,1,,,n. 凉亭；公用电话亭；报摊,,
13720,stereotypical,j,,,,,,
13721,pamper,v,1,,,vt. 纵容；使…过量；给…吃得过多,ielts,
13722,politicize,v,1,,,vt. 使具有政治性,,
13723,forcibly,r,,,,adv. 强制地；用力地；有说服力地,,
13724,unrestricted,j,1,,,,toefl,
13725,procure,v,1,,,vt. 获得，取得；导致,ielts,
13726,sonic,j,1,,,adj. 音速的；声音的；音波的,,
13727,postage,n,1,,,n. 邮资，邮费,cet4 cet6 ky toefl ielts gk,
13728,nocturnal,j,1,,,adj. 夜的；[音]夜曲的；夜间发生的,toefl,
13729,lull,n,1,,重复,vt. 使安静；使平静；哄骗,toefl ielts,
13730,brooding,j,1,,,adj. 沉思的；徘徊不去的,,
13731,stubbornly,r,,,,adv. 倔强地；顽固地,,
13732,inherited,j,,,,adj. 遗传的；继承权的；通过继承得到的,,
13733,beep,v,,,重复,vi. 嘟嘟响,,
13734,constitutionally,r,,,,adv. 体质上；本质地；天生,,
13735,implied,j,,,,vt. 暗示；意味（imply的过去式）,,
13736,intercom,n,,,,n. 对讲机；内部通话装置,,
13737,single-family,j,,,,,,
13738,reformed,j,,,,adj. 改革过的；新教的,,
13739,approximate,j,2,,重复,vt. 使…接近；近似；粗略估计,cet4 cet6 ky toefl ielts,
13740,gouge,v,1,,,vt. 用半圆凿子挖；欺骗,,
13741,inefficiency,n,,,,,,
13742,tote,v,1,,重复,vt. 携带；背负；手提；合计,,
13743,doubly,r,1,,,adv. 双重地；加倍地；双摺地,,
13744,alibi,n,1,,,n. 托辞；犯罪现场；辩解,,
13745,dermatologist,n,1,,,n. 皮肤科医生；皮肤学者,,
13746,blackboard,n,1,,,n. 黑板,zk gk,
13747,waffle,n,1,,重复,n. 华夫饼干；动听而无意义的话；无聊话,,
13748,geek,n,,,,n. 做低级滑稽表演的人；反常的人；畸形人；野人,,
13749,Syrian,n,,,重复,adj. 叙利亚的；叙利亚语的；叙利亚人的,,
13750,know-how,n,,,,,,
13751,battleship,n,1,,,,,
13752,steamer,n,1,,,n. 轮船；蒸汽机；蒸笼,cet4 cet6 ky ielts,
13753,dislodge,v,1,,,vt. 逐出，驱逐；使……移动；用力移动,,
13754,cultivated,j,1,,,adj. 有教养的；耕种的,,
13755,preface,n,1,,,n. 前言；引语,cet4 cet6 ky ielts,
13756,dripping,j,,,,n. 滴下物；滴；水滴,,
13757,pendant,n,,,,n. 下垂物，垂饰,toefl,
13758,wail,n,1,,重复,vi. 悲叹；哀号,toefl ielts,
13759,impulsive,j,1,,,adj. 冲动的；受感情驱使的；任性的,toefl,
13760,stout,j,1,,,adj. 结实的；矮胖的；勇敢的；激烈的,cet6 toefl gk,
13761,shudder,n,1,,重复,n. 震动；发抖；战栗,,
13762,funk,n,1,,,n. 恐惧；怯懦；恐怖；臭味,,
13763,headline,v,3,,重复,n. 大标题；内容提要；栏外标题；头版头条新闻,cet4 cet6 ky gk,
13764,radiator,n,1,,,n. 散热器；辐射体；暖气片,cet6,
13765,haste,n,1,,,n. 匆忙；急忙；轻率,cet4 cet6 ky toefl ielts,
13766,circumstantial,j,,,,adj. 依照情况的；详细的，详尽的,,
13767,fumble,n,1,,重复,vt. 摸索；笨拙地做；[体育]漏接,,
13768,yell,n,2,,重复,vi. 大叫，叫喊,cet4 cet6 ky toefl gk,
13769,shipyard,n,1,,,n. 船坞；造船厂；修船厂,,
13770,ace,j,2,,重复,n. 幺点；直接得分的发球；佼佼者；（俚）最好的朋友；adj. 一流的，突出的；vt. 以发球赢一分；击败；int. 太棒了；太好了,,
13771,estuary,n,1,,,n. 河口；江口,,
13772,consolidated,j,,,,adj. 整理过的；巩固的；统一的,,
13773,misgiving,n,1,,,n. 疑虑；担忧；不安,toefl ielts,
13774,monoxide,n,,,,n. [化]一氧化物,,
13775,repertory,n,1,,,n. 仓库；储备；全部剧目,toefl,
13776,skylight,n,,,,n. 天窗,,
13777,subsidized,j,,,,,,
13778,muffle,v,1,,,vt. 蒙住；裹住；抑制；发低沉的声音,,
13779,archival,j,,,,adj. 档案的,,
13780,darkly,r,,,,adv. 黑暗地；模糊地；阴郁地；秘密地,,
13781,smuggling,n,,,,n. 走私,,
13782,retardation,n,,,,n. 迟延；妨碍；阻滞,,
13783,pre-war,j,1,,,,,
13784,Methodist,n,,,重复,n. 卫理公会派教徒,,
13785,debtor,n,1,,,n. 债务人；借方,toefl,
13786,bias,v,2,,重复,n. 偏见；斜纹；偏爱；乖离率,cet6 ky toefl ielts,
13787,unregulated,j,,,,adj. 未经调节的；未校准的,,
13788,slit,v,1,,重复,vt. 撕裂；使有狭缝,cet4 cet6 ky toefl ielts,
13789,spade,n,1,,,n. 铁锹，铲子,cet4 cet6 ky gk,
13790,toss,n,2,,重复,n. 投掷；摇荡；投掷的距离；掷币赌胜负,cet4 cet6 ky ielts,
13791,vehemently,r,,,,,,
13792,fascism,n,2,,,n. 法西斯主义；极端国家主义,,
13793,chide,v,1,,,vt. 责骂；斥责,toefl,
13794,pre-service,j,,,,,,
13795,musically,r,,,,adv. 音乐上地；声音好听地,,
13796,adventurer,n,1,,,n. 冒险家；投机商人,toefl,
13797,downhill,j,1,,重复,adv. 下坡；向下；每况愈下,,
13798,leisurely,j,1,,,adj. 从容的；悠闲的,toefl,
13799,mater,n,,,,n. [英俚]母亲（等于mother）,,
13800,uncontrolled,j,1,,,adj. 不受控制的,,
13801,nozzle,n,1,,,n. 喷嘴；管口；鼻,,
13802,banned,j,,,,adj. 被禁的,,
13803,cashmere,n,1,,,n. 开士米；羊绒；开士米羊毛织品；开士米绒线,,
13804,million-dollar,j,,,,,,
13805,minimally,r,,,,adv. 最低限度地；最低程度地,,
13806,flaunt,v,1,,,vt. 炫耀；飘扬,toefl ielts,
13807,apex,n,,,,n. 顶点；尖端,toefl,
13808,slant,v,1,,重复,n. 观点；偏见；倾斜,toefl,
13809,tortoise,n,1,,,n. 迟缓的人；龟，乌龟（等于testudo）,cet4 cet6 gk,
13810,crumpled,j,,,,,,
13811,payout,n,1,,,n. 支出；花费,,
13812,hip,j,3,,重复,n. 臀部；蔷薇果；忧郁,cet6 ky,
13813,repressed,j,,,,adj. 被抑制的；被压抑的,,
13814,grit,v,1,,重复,vt. 研磨；在…上铺砂砾,ielts,
13815,aggressor,n,1,,,n. 侵略者；侵略国；挑衅者,,
13816,dispatcher,n,,,,n. 调度员；调度程序；分配器,,
13817,climatic,j,1,,,adj. 气候的；气候上的；由气候引起的；受气候影响的,toefl,
13818,dislocation,n,,,,n. 混乱；脱臼；转位,,
13819,popularize,v,1,,,vt. 普及；使通俗化,,
13820,Philharmonic,j,1,,,,ky toefl,
13821,juniper,n,1,,,n. [植]桧或刺柏属植物；[植]杜松；（美）桧状植物（多用于装饰）,,
13822,pathological,j,1,,,adj. 病理学的；病态的；由疾病引起的（等于pathologic）,,
13823,skid,n,1,,重复,n. 刹车；打滑；滑轨，滑动垫木,,
13824,juxtapose,v,,,,vt. 并置；并列,,
13825,stalemate,n,1,,,n. 僵局；陷于困境,,
13826,overture,n,1,,,n. 前奏曲；提案；序幕,ielts,
13827,guarded,j,,,,adj. 被监视着的；警戒着的；谨慎的；被看守著的,,
13828,acknowledgement,n,1,,,n. 感谢；确认；承认,,
13829,Lithuanian,j,,,,,,
13830,beset,v,1,,,vt. 困扰；围绕；镶嵌,toefl ielts,
13831,diffuse,j,1,,重复,adj. 散开的；弥漫的,cet6 ky toefl ielts,
13832,naming,n,,,,n. 命名,,
13833,fiberglass,n,,,,n. 玻璃纤维；玻璃丝,,
13834,buggy,n,1,,,n. 双轮单座轻马车；童车,toefl,
13835,discreetly,r,,,,,,
13836,veneer,n,1,,,n. 外表；饰面；胶合板的一层；薄木片；虚饰,,
13837,thick,r,3,,重复,n. 最拥挤部份；活动最多部份；事物的粗大浓密部份,cet4 cet6 ky zk gk,
13838,chronological,j,1,,,adj. 按年代顺序排列的；依时间前后排列而记载的,toefl ielts,
13839,wastewater,n,,,重复,,,
13840,minister,v,5,,重复,n. 部长；大臣；牧师,cet4 cet6 ky ielts gk,
13841,pennant,n,1,,,n. 细长三角旗；奖旗；信号旗,,
13842,hotline,n,1,,,n. 热线电话，咨询电话；热线,,
13843,eleventh,m,4,,,n. 第十一；十一分之一,,
13844,thump,n,1,,重复,vt. 重击；用拳头打；砰地撞到,toefl,
13845,Parisian,j,,,,adj. 巴黎人的；巴黎的,,
13846,siding,n,,,,,,
13847,Pakistani,n,,,重复,adj. 巴基斯坦的,,
13848,chassis,n,1,,,n. 底盘，底架,,
13849,miniseries,n,,,,,,
13850,landscaping,n,,,,n. 景观美化,,
13851,cod,n,1,,,n. 鳕鱼；愚弄；哄骗,,
13852,exact,v,4,,重复,adj. 精确的；准确的，精密的,cet4 ky toefl gk,
13853,honored,j,,,,adj. 已承兑或付款的；受尊敬的,,
13854,responsibly,r,,,,adv. 负责地，可信赖地,,
13855,fore,n,1,,,adj. 在前部的；以前的,cet6 ky,
13856,centrist,j,1,,,n. 中立派议员；中间派议员,,
13857,bustle,v,1,,,vi. 喧闹；忙乱；充满,toefl ielts,
13858,crepe,n,,,,n. 绉绸；绉纱,,
13859,attune,v,,,,vt. [音]使协调；[音]使合拍；[音]为…调音；[无]调合波长,,
13860,garb,n,,,,n. 装束；打扮；服装,toefl,
13861,habitual,j,1,,,adj. 惯常的；习惯的；习以为常的,cet4 cet6,
13862,Celtic,j,,,,adj. 凯尔特人的；凯尔特语的,,
13863,eerily,r,,,,adj. 怪诞的；奇异的；可怕的,,
13864,cheaply,r,,,,adv. 便宜地；廉价地,,
13865,valet,n,,,,n. 贴身男仆；用车的人；伺候客人停车,,
13866,ordering,n,,,,n. [计]定序；排序；订购,,
13867,faith-based,j,,,,,,
13868,age-old,j,1,,,,,
13869,elf,n,,,,n. 小精灵；淘气鬼,,
13870,liturgical,j,,,,,,
13871,prioritize,v,,,,,,
13872,inconvenient,j,1,,,adj. 不便的；打扰的,toefl,
13873,ya,u,,,重复,abbr. 年轻人（young adult）；偏航轴（yaw axis）,,
13874,gubernatorial,j,,,,,,
13875,apprehensive,j,1,,,adj. 忧虑的；不安的；敏悟的；知晓的,ky,
13876,fertilize,v,1,,,vt. 使受精；使肥沃,toefl,
13877,binding,n,2,,重复,n. 捆绑；装订；粘合物,,
13878,snowstorm,n,,,,n. 暴风雪；雪暴,cet4 cet6 ky,
13879,Sioux,j,,,重复,adj. 苏人的；苏语的,,
13880,diversification,n,,,,n. 多样化；变化,toefl,
13881,sarcasm,n,1,,,n. 讽刺；挖苦；嘲笑,ky toefl ielts,
13882,must,n,5,,重复,aux. 必须，一定；很可能；可以，应当,zk,
13883,postmodernism,n,,,,,,
13884,Australian,n,,,重复,adj. 澳大利亚的，澳大利亚人的,ielts zk gk,
13885,residuals,n,,,,,,
13886,mummy,n,1,,,n. 木乃伊；干瘪的人；[口]妈妈,,
13887,Armenian,j,,,重复,n. 亚美尼亚语；亚美尼亚人,,
13888,reconnect,v,,,,vt. 使再接合,,
13889,major-league,j,,,,,,
13890,ruffle,v,1,,,vt. 弄皱；触怒；扰乱；迅速翻动,toefl ielts,
13891,believable,j,1,,,adj. 可信的,,
13892,potency,n,1,,,n. 力量；权势；效能；潜力,,
13893,workday,n,,,,n. 工作日,gk,
13894,unfit,j,1,,,adj. 不适宜的；不合格的；不健康的,cet6 gk,
13895,idly,r,,,,adv. 懒惰地，空闲地；无所事事地；无益地,,
13896,grown-up,j,1,,重复,,,
13897,veranda,n,,,,n. 阳台；走廊，游廊,,
13898,fathom,v,1,,,vt. 看穿；彻底了解；测量…的深度,,
13899,personalize,v,1,,,vt. 使个性化；把…拟人化,,
13900,mantel,n,,,,n. 壁炉架,,
13901,chasm,n,1,,,n. 裂口；深坑；峡谷；分歧,cet6 toefl ielts,
13902,spatula,n,,,,n. [医]压舌板；（调和、涂抹用）抹刀，小铲,,
13903,purify,v,1,,,vt. 净化；使纯净,cet4 cet6 ky toefl,
13904,archbishop,n,,,,n. [宗]大主教；总教主,,
13905,full-size,j,1,,,,,
13906,mouth,v,4,,重复,n. 口，嘴；河口,toefl zk gk,
13907,pretext,n,1,,,n. 托辞；借口,cet6 ky ielts,
13908,preposterous,j,1,,,adj. 可笑的；荒谬的,,
13909,kerosene,n,1,,,n. 煤油，火油,toefl,
13910,lowered,j,,,,v. 降低；削弱（lower的过去分词）,,
13911,organizing,j,,,,v. 使有机化；组织（organize的ing形式）,,
13912,discursive,j,,,,adj. 散漫的；离题的；东拉西扯的；无层次的,,
13913,ultra,r,,,,adj. 极端的；过分的,,
13914,communicator,n,,,,n. 传播者；发报机；通信员,,
13915,run-down,j,,,,,,
13916,exile,v,3,,重复,n. 流放，充军；流犯；放逐，被放逐者,cet6 ky toefl ielts,
13917,intestinal,j,,,,,,
13918,endeavor,v,,,重复,n. 努力；尽力（等于endeavour）,cet6 ky toefl,
13919,visceral,j,,,,,,
13920,feign,v,1,,,vt. 假装；装作；捏造；想象,toefl,
13921,drop-off,n,,,,,ielts,
13922,Romanian,j,,,,,,
13923,dreaded,j,1,,,adj. 令人畏惧的，可怕的,,
13924,decentralized,j,,,,adj. 分散化，分散式；分散管理的；分散的；去中心化,,
13925,clipboard,n,,,,n. 剪贴板；附有纸夹的笔记板,,
13926,carrying,n,,,,adj. 运送的；运输的,,
13927,gypsy,n,2,,,n. 吉卜赛人；吉卜赛语；像吉布赛的人；歌舞剧中的歌舞队员,,
13928,RNA,n,1,,,abbr. [生化]核糖核酸（Ribonucleic Acid）；浪漫派小说家协会（Romantic Novelists ' Association）,,
13929,murdered,j,,,,,,
13930,shifting,n,2,,重复,n. 狡猾；移位,toefl,
13931,Eucharist,n,,,,,,
13932,defect,v,2,,重复,n. 缺点，缺陷；不足之处,cet4 cet6 ky toefl ielts,
13933,swimsuit,n,1,,,n. 游泳衣（女式）,,
13934,upland,n,1,,,n. 山地，高地,toefl,
13935,coincidentally,r,1,,,adv. 巧合地；一致地,,
